stop_id,stop_name,stop_lat,stop_lon
10236,Alwar Thirunagar,13.04438,80.18476
10237,Alwar Thirunagar,13.04476,80.18601
10239,Ambedkar Statue Mettukuppam,13.04712,80.15461
10240,Ambedkar Statue Mettukuppam,13.04720,80.15458
10241,Avichi,13.04733,80.19753
10242,Captain T.V Office,13.05019,80.15451
10243,Captain T.V Office,13.05027,80.15448
10245,Thulakkanathamman Kovil Muthaiah Street,13.05063,80.27435
10247,Meenakshi Dental Hospital,13.05229,80.16651
10248,N.K.T Girls High School,13.05230,80.27503
10249,N.K.T Girls High School,13.05242,80.27501
10250,Gemini P H Or U S I S,13.05250,80.25064
10275,Perumal Kovil Street,13.06461,80.12382
10234,K.K.Nagar,13.04417,80.19377
10268,Maduravoyal Erikarai,13.06118,80.16452
10253,Thousand Light Or U S Embassy,13.05366,80.25268
10252,M.G.R Salai Nungambakkam Or Palm Grove,13.05338,80.24804
10271,M.M.D.A.Colony,13.06270,80.21503
10257,Sudalai Madaswamy Kovil,13.05500,80.17359
10258,Amuthan Street,13.05536,80.18279
10259,Amuthan Street,13.05540,80.18285
10260,Pattabiram Road,13.05674,80.09756
10261,Pattabiram Road,13.05675,80.09764
10262,Semathaman Kovil Street,13.05734,80.17340
10263,Semathaman Kovil Street,13.05737,80.17346
10264,Schram Academy,13.06013,80.16202
10265,Schram Academy,13.06014,80.16210
10266,Nessammal Nagar,13.06045,80.18141
10267,Nessammal Nagar,13.06049,80.18131
10269,Maduravoyal Erikarai,13.06146,80.16447
10270,Dummy Signal,13.06174,80.14425
10272,M.M.D.A.Colony,13.06369,80.21152
10273,Mariamman Kovil Street,13.06376,80.13056
10274,Mariamman Kovil Street,13.06377,80.13067
10276,Perumal Kovil Street,13.06464,80.12377
10277,M.M.D.A Police Booth,13.06578,80.21448
10278,M.M.D.A Police Booth,13.06601,80.21435
10279,Anna Road Or Mount Road Post Office,13.06630,80.26872
10280,Asian Games Appartment,13.06745,80.20859
10281,Asian Games Appartment,13.06770,80.20865
10282,M.M.D.A Petrol Bunk,13.06883,80.21503
10285,M.M.D.A Petrol Bunk,13.06975,80.21544
10286,Tuberculosis Institude Or R T O Office Chetpet,13.07148,80.24916
10287,Tuberculosis Institude Or R T O Office Chetpet,13.07152,80.24852
10289,N.S.K Nagar Arumbakkam,13.07497,80.21650
10291,Padikuppam,13.07611,80.18856
10284,Koyambedu Market Or Police Station,13.06962,80.20048
10293,Arumbakkam P.H Road,13.07660,80.20360
10292,Padikuppam,13.07615,80.18850
10296,R.M.K School,13.07914,80.11375
10290,N.S.K Nagar Arumbakkam,13.07523,80.21650
10297,R.M.K School,13.07916,80.11380
10300,Mogappair,13.08115,80.17754
10301,Mogappair,13.08118,80.17753
10302,M.G.R.Central,13.08188,80.27762
10303,M.G.R.Central,13.08189,80.27762
10295,Egmore M.M.D.A,13.07838,80.26363
10307,J.J.Nagar West,13.08296,80.17054
10308,Motcham Aysha Hospital Or Motcham Theatre,13.08483,80.25024
10309,Thirumangalam Or Sunguvarchattram,13.08527,80.19939
10310,Aachi Masala Foods,13.08528,80.13753
10311,M.G.R Salai,13.08535,80.16979
10299,J.J.Nagar East Bus Terminus,13.08005,80.18064
10314,M.G.R Salai,13.08551,80.16993
10316,Payaigada Evening Bazar Road,13.08563,80.27978
10320,Nehru Stadium Or Taluka Office,13.08699,80.26995
10321,Doveton Or Vepery,13.08826,80.26242
10306,C.P.W.D Quarters,13.08225,80.19872
10313,Vayalanallur Kovil,13.08549,80.06914
10315,Vayalanallur Kovil,13.08560,80.06907
10298,Egmore Railway Station - North,13.07951,80.26285
10322,Water Tank Kilpauk New Avadi Road,13.08877,80.23063
10323,Water Tank Kilpauk New Avadi Road,13.08901,80.23059
10325,Bhuvaneshwari Theatre Or Vasanthi Theatre,13.09058,80.25862
10326,Bhuvaneshwari Theatre Or Vasanthi Theatre,13.09082,80.25875
10327,V.O.C Nagar,13.09113,80.22778
10328,V.O.C Nagar,13.09133,80.22733
10331,M Block Anna Nagar Or K4 Police Station,13.09208,80.22097
10332,M Block Anna Nagar Or K4 Police Station,13.09224,80.22041
10333,Labour Office,13.09252,80.20961
10334,Ayalcheri,13.09259,80.08361
10335,Labour Office,13.09260,80.20993
10336,Ayalcheri,13.09267,80.08362
10339,Perambur Barracks Road,13.09314,80.25892
10340,Loyer Square Or Univesity Club Minerva,13.09319,80.28601
10341,S S Or R K Puram,13.09327,80.25094
10342,Perambur Barracks Road,13.09338,80.25881
10343,Athipattu Amma Water Company,13.09345,80.15947
10344,Athipattu Amma Water Company,13.09347,80.15955
10345,Loyer Square Or Univesity Club Minerva,13.09351,80.28617
10348,Athipet I.C.F. Colony,13.09482,80.14672
10352,Apprana Nagar Or Vgn,13.09491,80.12547
10353,Keelnallathur,13.09492,79.90760
10351,Ambattur I.T Park,13.09489,80.16980
10346,Athipet I.C.F. Colony,13.09475,80.14679
10354,Apprana Nagar Or Vgn,13.09497,80.12540
10355,Athipattu Krishaner Kovil,13.09501,80.15666
10356,Athipattu Krishaner Kovil,13.09503,80.15669
10361,Ayappakkam,13.09602,80.13494
10364,Ayanambakkam Church,13.09757,80.14673
10365,M.G.R Puram,13.09759,80.14233
10357,Ambattur I.T Park,13.09508,80.17000
10366,Ayanambakkam Church,13.09759,80.14689
10367,M.G.R Puram,13.09764,80.14234
10368,Padi Britannia Bus Stop,13.09814,80.18069
10369,Padi Britannia Bus Stop,13.09829,80.18066
10372,Rail Museum I.C.F,13.10010,80.21008
10373,Rail Museum I.C.F,13.10038,80.21013
10374,Erikarai Pillaiyar Kovil,13.10052,80.14267
10375,Erikarai Pillaiyar Kovil,13.10055,80.14261
10376,M.G.R Statue Ayapakkam,13.10139,80.13610
10370,Korrattur Signal Or East Avenue,13.09968,80.18677
10371,Korrattur Signal Or East Avenue,13.10000,80.18683
10377,M.G.R Statue Ayapakkam,13.10145,80.13605
10379,Ayapakkam Govt School,13.10496,80.13256
10380,Ayapakkam Govt School,13.10496,80.13265
10360,Ayappakkam,13.09602,80.13489
10381,Villivakkam Sivan Kovil,13.10549,80.20739
10382,E.B Road,13.10559,80.17119
10383,E.B Road,13.10559,80.17115
10384,Villivakkam Sivan Kovil,13.10567,80.20732
10388,E.S.I Hospital Korattur,13.10730,80.18664
10389,Mangalapuram - Near Perambur,13.10735,80.24641
10385,Vallalar Nagar,13.10596,80.28037
10386,Vallalar Nagar,13.10624,80.27987
10387,Mangalapuram - Near Perambur,13.10722,80.24649
10390,Dr B.R Ambedkar Statue,13.10783,80.15232
10391,Dr B.R Ambedkar Statue,13.10784,80.15216
10393,Tonakela Camp Road,13.10803,80.12595
10394,Tonakela Camp Road,13.10805,80.12589
10395,R.S.R.M Hospital,13.10845,80.28845
10396,R.S.R.M Hospital,13.10875,80.28799
10397,Bsnl Telephone Quarters Or Jeeva Railway Station,13.10898,80.25511
10398,Bsnl Telephone Quarters Or Jeeva Railway Station,13.10914,80.25528
10392,E.S.I Hospital Korattur,13.10792,80.18556
